sku_id,producto,precio_unitario,almacen_id
HW-2499,Logitech G502,1124.9,105
HW-2500,NVIDIA RTX 4080,484.94,103
HW-2501,AMD Ryzen 9 7950X,186.05,103
HW-2502,Samsung 990 Pro 1TB,359.49,104
HW-2503,Intel Core i7-13700K,1039.49,105
HW-2504,NVIDIA RTX 4080,776.3,104
HW-2505,Samsung 990 Pro 1TB,1072.21,101
HW-2506,AMD Ryzen 9 7950X,338.36,101
HW-2507,Logitech G502,186.38,104
HW-2508,NVIDIA RTX 4080,216.25,104
HW-2509,Corsair Vengeance DDR5 32GB,962.27,102
HW-2510,AMD Ryzen 9 7950X,386.99,104
HW-2511,NVIDIA RTX 4080,315.13,103
HW-2512,NVIDIA RTX 4080,248.75,102
HW-2513,Corsair Vengeance DDR5 32GB,576.35,103
HW-2514,AMD Ryzen 9 7950X,495.7,102
HW-2515,Samsung 990 Pro 1TB,1014.34,101
HW-2516,NVIDIA RTX 4080,1104.24,104
HW-2517,Samsung 990 Pro 1TB,1039.44,102
HW-2518,Corsair Vengeance DDR5 32GB,530.8,105
HW-2519,NVIDIA RTX 4080,133.06,105
HW-2520,Intel Core i7-13700K,1008.63,101
HW-2521,Intel Core i7-13700K,428.98,105
HW-2522,AMD Ryzen 9 7950X,1169.88,102
HW-2523,Logitech G502,280.35,103
HW-2524,Logitech G502,498.52,101
HW-2525,AMD Ryzen 9 7950X,867.48,102
HW-2526,Corsair Vengeance DDR5 32GB,139.32,102
HW-2527,Logitech G502,185.47,103
HW-2528,Logitech G502,277.5,103
HW-2529,NVIDIA RTX 4080,1034.65,102
HW-2530,Intel Core i7-13700K,778.06,102
HW-2531,Intel Core i7-13700K,496.38,101
HW-2532,Corsair Vengeance DDR5 32GB,732.41,102
HW-2533,Corsair Vengeance DDR5 32GB,1011.47,101
HW-2534,AMD Ryzen 9 7950X,1112.65,103
HW-2535,Logitech G502,637.12,103
HW-2536,Corsair Vengeance DDR5 32GB,993.83,102
HW-2537,Intel Core i7-13700K,204.4,102
HW-2538,Logitech G502,497.51,101
HW-2539,NVIDIA RTX 4080,60.45,105
HW-2540,Samsung 990 Pro 1TB,951.5,101
HW-2541,AMD Ryzen 9 7950X,449.84,103
HW-2542,Corsair Vengeance DDR5 32GB,1055.33,104
HW-2543,Corsair Vengeance DDR5 32GB,1063.46,105
HW-2544,NVIDIA RTX 4080,139.23,102
HW-2545,Intel Core i7-13700K,324.72,103
HW-2546,Logitech G502,209.89,101
HW-2547,NVIDIA RTX 4080,508.94,102
HW-2548,Samsung 990 Pro 1TB,874.3,105
HW-2549,Logitech G502,399.19,102
HW-2550,Samsung 990 Pro 1TB,1141.6,102
HW-2551,NVIDIA RTX 4080,464.49,105
HW-2552,Logitech G502,1102.54,101
HW-2553,AMD Ryzen 9 7950X,178.43,104
HW-2554,Corsair Vengeance DDR5 32GB,279.36,101
HW-2555,Logitech G502,165.48,105
HW-2556,Logitech G502,621.49,103
HW-2557,Intel Core i7-13700K,137.18,104
HW-2558,NVIDIA RTX 4080,1168.41,105
HW-2559,Intel Core i7-13700K,945.79,105
HW-2560,Intel Core i7-13700K,64.31,104
HW-2561,Intel Core i7-13700K,210.27,101
HW-2562,Corsair Vengeance DDR5 32GB,1191.03,103
HW-2563,Intel Core i7-13700K,293.59,101
HW-2564,AMD Ryzen 9 7950X,698.9,102
HW-2565,Samsung 990 Pro 1TB,1072.93,103
HW-2566,Intel Core i7-13700K,584.13,104
HW-2567,Corsair Vengeance DDR5 32GB,346.8,104
HW-2568,Intel Core i7-13700K,603.03,101
HW-2569,NVIDIA RTX 4080,375.01,101
HW-2570,Samsung 990 Pro 1TB,703.91,101
HW-2571,Samsung 990 Pro 1TB,560.04,103
HW-2572,Intel Core i7-13700K,881.89,103
HW-2573,Intel Core i7-13700K,62.68,105
HW-2574,Samsung 990 Pro 1TB,1001.98,104
HW-2575,Logitech G502,789.59,101
HW-2576,NVIDIA RTX 4080,1165.68,102
HW-2577,NVIDIA RTX 4080,812.73,104
HW-2578,Intel Core i7-13700K,180.45,103
HW-2579,AMD Ryzen 9 7950X,1145.22,104
HW-2580,Logitech G502,1170.93,104
HW-2581,Logitech G502,405.72,102
HW-2582,Intel Core i7-13700K,107.72,103
HW-2583,Corsair Vengeance DDR5 32GB,367.26,104
HW-2584,Corsair Vengeance DDR5 32GB,726.96,102
HW-2585,Intel Core i7-13700K,856.21,105
HW-2586,AMD Ryzen 9 7950X,914.94,105
HW-2587,NVIDIA RTX 4080,633.35,104
HW-2588,Logitech G502,998.58,101
HW-2589,Corsair Vengeance DDR5 32GB,580.34,102
HW-2590,Intel Core i7-13700K,161.06,105
HW-2591,Samsung 990 Pro 1TB,896.79,101
HW-2592,Logitech G502,1147.77,101
HW-2593,Samsung 990 Pro 1TB,110.4,101
HW-2594,AMD Ryzen 9 7950X,465.12,101
HW-2595,Corsair Vengeance DDR5 32GB,1188.43,105
HW-2596,Samsung 990 Pro 1TB,1165.37,101
HW-2597,Logitech G502,190.24,103
HW-2598,Corsair Vengeance DDR5 32GB,52.64,102
HW-2599,AMD Ryzen 9 7950X,776.81,102
HW-2600,AMD Ryzen 9 7950X,946.82,105
HW-2601,NVIDIA RTX 4080,520.74,104
HW-2602,NVIDIA RTX 4080,367.25,103
HW-2603,Samsung 990 Pro 1TB,701.61,104
HW-2604,AMD Ryzen 9 7950X,996.35,102
HW-2605,Logitech G502,880.03,104
HW-2606,Intel Core i7-13700K,790.48,102
HW-2607,AMD Ryzen 9 7950X,650.19,103
HW-2608,Samsung 990 Pro 1TB,163.41,102
HW-2609,Corsair Vengeance DDR5 32GB,230.34,104
HW-2610,Logitech G502,1111.44,103
HW-2611,Samsung 990 Pro 1TB,426.25,105
HW-2612,Logitech G502,890.06,101
HW-2613,Corsair Vengeance DDR5 32GB,940.88,105
HW-2614,Corsair Vengeance DDR5 32GB,931.94,101
HW-2615,Intel Core i7-13700K,872.86,101
HW-2616,Samsung 990 Pro 1TB,320.42,102
HW-2617,AMD Ryzen 9 7950X,944.77,102
HW-2618,NVIDIA RTX 4080,322.75,103
HW-2619,Samsung 990 Pro 1TB,916.48,104
HW-2620,NVIDIA RTX 4080,835.81,101
HW-2621,AMD Ryzen 9 7950X,281.73,104
HW-2622,Intel Core i7-13700K,466.6,105
HW-2623,Intel Core i7-13700K,974.96,101
HW-2624,Corsair Vengeance DDR5 32GB,413.88,102
HW-2625,NVIDIA RTX 4080,224.45,102
HW-2626,AMD Ryzen 9 7950X,983.41,105
HW-2627,Samsung 990 Pro 1TB,689.65,101
HW-2628,Corsair Vengeance DDR5 32GB,370.24,104
HW-2629,NVIDIA RTX 4080,329.94,104
HW-2630,Samsung 990 Pro 1TB,454.52,103
HW-2631,NVIDIA RTX 4080,447.02,101
HW-2632,Samsung 990 Pro 1TB,112.1,105
HW-2633,Samsung 990 Pro 1TB,769.37,103
HW-2634,AMD Ryzen 9 7950X,549.79,101
HW-2635,Samsung 990 Pro 1TB,909.94,104
HW-2636,Corsair Vengeance DDR5 32GB,773.44,105
HW-2637,AMD Ryzen 9 7950X,1044.52,103
HW-2638,Corsair Vengeance DDR5 32GB,491.17,103
HW-2639,Logitech G502,498.06,105
HW-2640,Corsair Vengeance DDR5 32GB,980.41,103
HW-2641,NVIDIA RTX 4080,902.19,103
HW-2642,Samsung 990 Pro 1TB,655.55,103
HW-2643,Intel Core i7-13700K,1188.49,105
HW-2644,Samsung 990 Pro 1TB,77.68,101
HW-2645,NVIDIA RTX 4080,237.89,105
HW-2646,Samsung 990 Pro 1TB,602.11,102
HW-2647,Intel Core i7-13700K,181.75,105
HW-2648,AMD Ryzen 9 7950X,909.98,101
HW-2649,Intel Core i7-13700K,1123.9,105
HW-2650,Samsung 990 Pro 1TB,1056.81,103
HW-2651,Logitech G502,285.29,103
HW-2652,AMD Ryzen 9 7950X,354.18,104
HW-2653,Corsair Vengeance DDR5 32GB,76.1,105
HW-2654,Intel Core i7-13700K,167.66,104
HW-2655,Corsair Vengeance DDR5 32GB,249.98,102
HW-2656,AMD Ryzen 9 7950X,369.76,102
HW-2657,Logitech G502,1138.2,102
HW-2658,Corsair Vengeance DDR5 32GB,1069.01,104
HW-2659,NVIDIA RTX 4080,676.5,103
HW-2660,Corsair Vengeance DDR5 32GB,130.56,101
HW-2661,Samsung 990 Pro 1TB,229.12,102
HW-2662,Corsair Vengeance DDR5 32GB,406.27,105
HW-2663,Intel Core i7-13700K,1118.89,103
HW-2664,Samsung 990 Pro 1TB,942.41,103
HW-2665,Logitech G502,1080.18,105
HW-2666,AMD Ryzen 9 7950X,393.98,102
HW-2667,Samsung 990 Pro 1TB,906.63,105
HW-2668,Corsair Vengeance DDR5 32GB,102.79,105
HW-2669,AMD Ryzen 9 7950X,827.9,104
HW-2670,Samsung 990 Pro 1TB,972.13,105
HW-2671,Logitech G502,1168.28,102
HW-2672,Corsair Vengeance DDR5 32GB,680.48,103
HW-2673,NVIDIA RTX 4080,271.19,103
HW-2674,NVIDIA RTX 4080,326.24,105
HW-2675,AMD Ryzen 9 7950X,417.12,102
HW-2676,Corsair Vengeance DDR5 32GB,401.91,101
HW-2677,Logitech G502,367.7,103
HW-2678,Corsair Vengeance DDR5 32GB,209.07,101
HW-2679,Corsair Vengeance DDR5 32GB,338.58,101
HW-2680,NVIDIA RTX 4080,1142.08,103
HW-2681,Intel Core i7-13700K,1063.63,105
HW-2682,Corsair Vengeance DDR5 32GB,922.82,102
HW-2683,Corsair Vengeance DDR5 32GB,204.12,103
HW-2684,AMD Ryzen 9 7950X,465.1,104
HW-2685,Corsair Vengeance DDR5 32GB,490.67,102
HW-2686,Corsair Vengeance DDR5 32GB,1143.15,102
HW-2687,Logitech G502,338.37,103
HW-2688,AMD Ryzen 9 7950X,1129.74,101
HW-2689,Intel Core i7-13700K,1036.62,102
HW-2690,AMD Ryzen 9 7950X,1125.03,101
HW-2691,Samsung 990 Pro 1TB,1196.63,103
HW-2692,Corsair Vengeance DDR5 32GB,655.79,102
HW-2693,Intel Core i7-13700K,994.32,101
HW-2694,NVIDIA RTX 4080,546.98,105
HW-2695,NVIDIA RTX 4080,877.54,101
HW-2696,Samsung 990 Pro 1TB,620.97,102
HW-2697,Intel Core i7-13700K,767.44,105
HW-2698,Samsung 990 Pro 1TB,484.98,103
HW-2699,Intel Core i7-13700K,352.58,104
HW-2700,Corsair Vengeance DDR5 32GB,1146.89,104
HW-2701,Logitech G502,936.01,101
HW-2702,Intel Core i7-13700K,1192.54,102
HW-2703,Intel Core i7-13700K,202.66,101
HW-2704,Intel Core i7-13700K,434.93,101
HW-2705,Samsung 990 Pro 1TB,770.2,101
HW-2706,AMD Ryzen 9 7950X,87.03,103
HW-2707,NVIDIA RTX 4080,175.85,104
HW-2708,Logitech G502,779.66,102
HW-2709,Corsair Vengeance DDR5 32GB,222.62,104
HW-2710,Logitech G502,241.82,105
HW-2711,Samsung 990 Pro 1TB,220.99,102
HW-2712,Corsair Vengeance DDR5 32GB,978.48,101
HW-2713,Samsung 990 Pro 1TB,496.9,104
HW-2714,NVIDIA RTX 4080,170.11,105
HW-2715,Corsair Vengeance DDR5 32GB,1037.92,102
HW-2716,AMD Ryzen 9 7950X,301.01,103
HW-2717,Corsair Vengeance DDR5 32GB,689.86,101
HW-2718,NVIDIA RTX 4080,464.71,102
HW-2719,Intel Core i7-13700K,747.24,103
HW-2720,Corsair Vengeance DDR5 32GB,204.8,103
HW-2721,NVIDIA RTX 4080,1197.65,102
HW-2722,AMD Ryzen 9 7950X,445.39,105
HW-2723,NVIDIA RTX 4080,802.58,101
HW-2724,Intel Core i7-13700K,785.98,102
HW-2725,AMD Ryzen 9 7950X,1138.04,101
HW-2726,AMD Ryzen 9 7950X,782.89,105
HW-2727,NVIDIA RTX 4080,752.37,103
HW-2728,AMD Ryzen 9 7950X,680.84,101
HW-2729,Logitech G502,412.31,102
HW-2730,Intel Core i7-13700K,161.95,104
HW-2731,Intel Core i7-13700K,62.29,103
HW-2732,Samsung 990 Pro 1TB,660.46,102
HW-2733,Samsung 990 Pro 1TB,1111.35,104
HW-2734,Samsung 990 Pro 1TB,460.99,104
HW-2735,AMD Ryzen 9 7950X,636.96,105
HW-2736,AMD Ryzen 9 7950X,233.98,103
HW-2737,Samsung 990 Pro 1TB,709.83,104
HW-2738,Corsair Vengeance DDR5 32GB,98.89,103
HW-2739,Samsung 990 Pro 1TB,550.16,103
HW-2740,Samsung 990 Pro 1TB,1066.93,104
HW-2741,NVIDIA RTX 4080,1121.82,102
HW-2742,NVIDIA RTX 4080,538.0,102
HW-2743,Samsung 990 Pro 1TB,545.26,105
HW-2744,Samsung 990 Pro 1TB,1042.44,103
HW-2745,Corsair Vengeance DDR5 32GB,1021.55,103
HW-2746,AMD Ryzen 9 7950X,780.16,102
HW-2747,NVIDIA RTX 4080,912.99,104
HW-2748,NVIDIA RTX 4080,893.39,102
HW-2749,AMD Ryzen 9 7950X,1042.29,102
HW-2750,AMD Ryzen 9 7950X,355.09,101
HW-2751,Corsair Vengeance DDR5 32GB,1193.14,104
HW-2752,Intel Core i7-13700K,502.57,105
HW-2753,Corsair Vengeance DDR5 32GB,180.92,101
HW-2754,Intel Core i7-13700K,708.14,102
HW-2755,AMD Ryzen 9 7950X,297.98,102
HW-2756,Logitech G502,289.38,103
HW-2757,Samsung 990 Pro 1TB,416.07,102
HW-2758,Samsung 990 Pro 1TB,480.5,101
HW-2759,Intel Core i7-13700K,668.72,104
HW-2760,Intel Core i7-13700K,991.27,104
HW-2761,AMD Ryzen 9 7950X,896.23,105
HW-2762,Samsung 990 Pro 1TB,836.33,104
HW-2763,Logitech G502,438.0,103
HW-2764,Intel Core i7-13700K,1142.68,105
HW-2765,Corsair Vengeance DDR5 32GB,196.37,102
HW-2766,AMD Ryzen 9 7950X,441.62,102
HW-2767,Samsung 990 Pro 1TB,548.83,103
HW-2768,Samsung 990 Pro 1TB,63.12,104
HW-2769,Corsair Vengeance DDR5 32GB,1018.38,102
HW-2770,Logitech G502,300.68,105
HW-2771,Intel Core i7-13700K,810.42,103
HW-2772,Logitech G502,828.65,102
HW-2773,AMD Ryzen 9 7950X,237.16,105
HW-2774,AMD Ryzen 9 7950X,966.27,101
HW-2775,AMD Ryzen 9 7950X,321.3,104
HW-2776,AMD Ryzen 9 7950X,620.36,104
HW-2777,Logitech G502,152.01,103
HW-2778,Intel Core i7-13700K,1125.3,101
HW-2779,Logitech G502,198.33,103
HW-2780,Intel Core i7-13700K,973.02,105
HW-2781,Corsair Vengeance DDR5 32GB,495.24,105
HW-2782,Intel Core i7-13700K,618.83,102
HW-2783,AMD Ryzen 9 7950X,151.62,103
HW-2784,Corsair Vengeance DDR5 32GB,1164.91,105
HW-2785,Logitech G502,121.91,104
HW-2786,Corsair Vengeance DDR5 32GB,1129.43,103
HW-2787,Intel Core i7-13700K,1139.1,101
HW-2788,Corsair Vengeance DDR5 32GB,417.02,103
HW-2789,AMD Ryzen 9 7950X,134.96,102
HW-2790,Logitech G502,416.67,104
HW-2791,AMD Ryzen 9 7950X,348.46,104
HW-2792,AMD Ryzen 9 7950X,186.0,103
HW-2793,Logitech G502,1050.78,104
HW-2794,Corsair Vengeance DDR5 32GB,994.59,104
HW-2795,AMD Ryzen 9 7950X,539.03,105
HW-2796,Corsair Vengeance DDR5 32GB,322.32,104
HW-2797,AMD Ryzen 9 7950X,583.68,101
HW-2798,AMD Ryzen 9 7950X,678.11,103
HW-2799,Intel Core i7-13700K,579.85,103
HW-2800,NVIDIA RTX 4080,643.01,102
HW-2801,Logitech G502,775.06,101
HW-2802,Corsair Vengeance DDR5 32GB,594.18,101
HW-2803,Corsair Vengeance DDR5 32GB,583.73,104
HW-2804,NVIDIA RTX 4080,429.39,102
HW-2805,Samsung 990 Pro 1TB,1130.71,104
HW-2806,Logitech G502,401.86,103
HW-2807,Intel Core i7-13700K,723.52,101
HW-2808,Logitech G502,70.45,103
HW-2809,AMD Ryzen 9 7950X,757.68,105
HW-2810,AMD Ryzen 9 7950X,573.82,104
HW-2811,Corsair Vengeance DDR5 32GB,674.99,103
HW-2812,Samsung 990 Pro 1TB,886.56,101
HW-2813,Logitech G502,1138.97,101
HW-2814,Corsair Vengeance DDR5 32GB,767.33,101
HW-2815,Logitech G502,1085.24,104
HW-2816,Samsung 990 Pro 1TB,1163.59,103
HW-2817,Intel Core i7-13700K,518.3,103
HW-2818,NVIDIA RTX 4080,760.68,104
HW-2819,NVIDIA RTX 4080,199.07,103
HW-2820,AMD Ryzen 9 7950X,314.75,104
HW-2821,NVIDIA RTX 4080,858.12,103
HW-2822,AMD Ryzen 9 7950X,750.69,105
HW-2823,NVIDIA RTX 4080,767.83,104
HW-2824,Intel Core i7-13700K,270.87,104
HW-2825,Samsung 990 Pro 1TB,181.49,101
HW-2826,Logitech G502,84.69,101
HW-2827,Intel Core i7-13700K,749.91,105
HW-2828,Corsair Vengeance DDR5 32GB,159.76,102
HW-2829,Logitech G502,65.84,103
HW-2830,Corsair Vengeance DDR5 32GB,884.58,105
HW-2831,AMD Ryzen 9 7950X,457.83,103
HW-2832,Corsair Vengeance DDR5 32GB,750.31,104
HW-2833,AMD Ryzen 9 7950X,461.87,103
HW-2834,NVIDIA RTX 4080,232.32,101
HW-2835,NVIDIA RTX 4080,690.11,102
HW-2836,Corsair Vengeance DDR5 32GB,800.47,102
HW-2837,Corsair Vengeance DDR5 32GB,572.14,103
HW-2838,Samsung 990 Pro 1TB,1047.09,102
HW-2839,AMD Ryzen 9 7950X,718.65,103
HW-2840,AMD Ryzen 9 7950X,587.69,103
HW-2841,AMD Ryzen 9 7950X,701.21,102
HW-2842,AMD Ryzen 9 7950X,110.82,104
HW-2843,Intel Core i7-13700K,912.21,105
HW-2844,AMD Ryzen 9 7950X,74.21,101
HW-2845,NVIDIA RTX 4080,596.55,103
HW-2846,NVIDIA RTX 4080,103.53,105
HW-2847,NVIDIA RTX 4080,487.1,103
HW-2848,Samsung 990 Pro 1TB,981.28,103
HW-2849,Intel Core i7-13700K,338.92,102
HW-2850,Corsair Vengeance DDR5 32GB,332.99,105
HW-2851,Intel Core i7-13700K,774.01,101
HW-2852,NVIDIA RTX 4080,538.87,105
HW-2853,Samsung 990 Pro 1TB,174.12,101
HW-2854,Corsair Vengeance DDR5 32GB,590.79,103
HW-2855,Samsung 990 Pro 1TB,865.79,102
HW-2856,Corsair Vengeance DDR5 32GB,373.68,101
HW-2857,Logitech G502,683.82,101
HW-2858,NVIDIA RTX 4080,986.72,101
HW-2859,Samsung 990 Pro 1TB,787.11,101
HW-2860,AMD Ryzen 9 7950X,1198.89,103
HW-2861,Logitech G502,544.99,104
HW-2862,Samsung 990 Pro 1TB,298.16,102
HW-2863,Logitech G502,862.0,101
HW-2864,Corsair Vengeance DDR5 32GB,1130.66,103
HW-2865,NVIDIA RTX 4080,319.24,103
HW-2866,Corsair Vengeance DDR5 32GB,336.55,104
HW-2867,Logitech G502,248.48,101
HW-2868,AMD Ryzen 9 7950X,532.49,104
HW-2869,AMD Ryzen 9 7950X,773.29,102
HW-2870,Logitech G502,845.06,105
HW-2871,Intel Core i7-13700K,1003.75,104
HW-2872,Samsung 990 Pro 1TB,81.77,104
HW-2873,AMD Ryzen 9 7950X,227.84,103
HW-2874,Logitech G502,403.65,103
HW-2875,Corsair Vengeance DDR5 32GB,583.5,102
HW-2876,Intel Core i7-13700K,1112.61,102
HW-2877,Logitech G502,1070.04,102
HW-2878,Intel Core i7-13700K,225.72,104
HW-2879,Logitech G502,1094.62,102
HW-2880,AMD Ryzen 9 7950X,215.15,105
HW-2881,AMD Ryzen 9 7950X,143.18,103
HW-2882,Corsair Vengeance DDR5 32GB,887.81,101
HW-2883,AMD Ryzen 9 7950X,303.45,105
HW-2884,Intel Core i7-13700K,584.04,105
HW-2885,Samsung 990 Pro 1TB,1084.52,104
HW-2886,Samsung 990 Pro 1TB,997.96,104
HW-2887,Corsair Vengeance DDR5 32GB,848.64,102
HW-2888,NVIDIA RTX 4080,571.07,105
HW-2889,Corsair Vengeance DDR5 32GB,867.04,105
HW-2890,AMD Ryzen 9 7950X,135.23,104
HW-2891,Samsung 990 Pro 1TB,90.19,101
HW-2892,Logitech G502,763.19,104
HW-2893,Samsung 990 Pro 1TB,571.64,103
HW-2894,Samsung 990 Pro 1TB,1059.04,105
HW-2895,Samsung 990 Pro 1TB,984.57,103
HW-2896,Corsair Vengeance DDR5 32GB,606.58,101
HW-2897,Intel Core i7-13700K,631.31,104
HW-2898,Intel Core i7-13700K,366.01,104
HW-2899,NVIDIA RTX 4080,307.53,105
HW-2900,NVIDIA RTX 4080,479.05,104
HW-2901,AMD Ryzen 9 7950X,630.34,105
HW-2902,Intel Core i7-13700K,494.98,101
HW-2903,NVIDIA RTX 4080,937.05,103
HW-2904,Logitech G502,1170.76,105
HW-2905,Intel Core i7-13700K,990.53,105
HW-2906,AMD Ryzen 9 7950X,1064.04,102
HW-2907,Samsung 990 Pro 1TB,803.17,105
HW-2908,NVIDIA RTX 4080,1184.76,103
HW-2909,Samsung 990 Pro 1TB,405.93,101
HW-2910,Logitech G502,1181.08,105
HW-2911,AMD Ryzen 9 7950X,176.22,104
HW-2912,Intel Core i7-13700K,91.12,102
HW-2913,Samsung 990 Pro 1TB,203.72,101
HW-2914,AMD Ryzen 9 7950X,437.92,105
HW-2915,Corsair Vengeance DDR5 32GB,143.98,103
HW-2916,Intel Core i7-13700K,427.06,105
HW-2917,Intel Core i7-13700K,1185.47,101
HW-2918,Samsung 990 Pro 1TB,454.44,104
HW-2919,AMD Ryzen 9 7950X,378.24,102
HW-2920,AMD Ryzen 9 7950X,264.95,101
HW-2921,NVIDIA RTX 4080,1136.42,102
HW-2922,Logitech G502,951.58,102
HW-2923,Samsung 990 Pro 1TB,251.81,104
HW-2924,AMD Ryzen 9 7950X,150.96,105
HW-2925,Corsair Vengeance DDR5 32GB,977.66,105
HW-2926,Samsung 990 Pro 1TB,1177.18,103
HW-2927,Samsung 990 Pro 1TB,970.99,102
HW-2928,Corsair Vengeance DDR5 32GB,420.32,105
HW-2929,NVIDIA RTX 4080,130.74,105
HW-2930,Logitech G502,635.0,102
HW-2931,AMD Ryzen 9 7950X,440.99,101
HW-2932,Samsung 990 Pro 1TB,1139.58,105
HW-2933,Corsair Vengeance DDR5 32GB,107.38,101
HW-2934,Corsair Vengeance DDR5 32GB,1015.73,105
HW-2935,Samsung 990 Pro 1TB,580.97,102
HW-2936,Samsung 990 Pro 1TB,679.14,104
HW-2937,Intel Core i7-13700K,942.84,104
HW-2938,Intel Core i7-13700K,960.34,103
HW-2939,Logitech G502,1086.41,104
HW-2940,NVIDIA RTX 4080,637.35,101
HW-2941,NVIDIA RTX 4080,802.95,105
HW-2942,Samsung 990 Pro 1TB,772.14,104
HW-2943,NVIDIA RTX 4080,439.09,105
HW-2944,Samsung 990 Pro 1TB,705.85,102
HW-2945,Logitech G502,925.62,104
HW-2946,Intel Core i7-13700K,807.25,103
HW-2947,NVIDIA RTX 4080,723.64,104
HW-2948,Samsung 990 Pro 1TB,674.42,105
HW-2949,AMD Ryzen 9 7950X,826.92,105
HW-2950,Intel Core i7-13700K,551.93,104
HW-2951,Intel Core i7-13700K,795.79,105
HW-2952,NVIDIA RTX 4080,653.01,101
HW-2953,Logitech G502,89.61,104
HW-2954,NVIDIA RTX 4080,848.66,104
HW-2955,Samsung 990 Pro 1TB,768.83,102
HW-2956,AMD Ryzen 9 7950X,1027.38,103
HW-2957,NVIDIA RTX 4080,1179.04,104
HW-2958,NVIDIA RTX 4080,115.97,105
HW-2959,Intel Core i7-13700K,1177.96,104
HW-2960,AMD Ryzen 9 7950X,467.84,105
HW-2961,Logitech G502,1083.58,103
HW-2962,Corsair Vengeance DDR5 32GB,657.54,102
HW-2963,Logitech G502,391.85,102
HW-2964,Logitech G502,592.73,101
HW-2965,NVIDIA RTX 4080,408.99,104
HW-2966,NVIDIA RTX 4080,413.84,101
HW-2967,Corsair Vengeance DDR5 32GB,1083.71,102
HW-2968,NVIDIA RTX 4080,553.17,105
HW-2969,AMD Ryzen 9 7950X,1071.31,102
HW-2970,AMD Ryzen 9 7950X,529.62,105
HW-2971,Samsung 990 Pro 1TB,971.42,104
HW-2972,AMD Ryzen 9 7950X,655.76,101
HW-2973,Intel Core i7-13700K,1170.43,104
HW-2974,AMD Ryzen 9 7950X,711.17,102
HW-2975,NVIDIA RTX 4080,885.48,104
HW-2976,AMD Ryzen 9 7950X,541.32,101
HW-2977,NVIDIA RTX 4080,644.7,101
HW-2978,Samsung 990 Pro 1TB,440.4,103
HW-2979,NVIDIA RTX 4080,279.24,105
HW-2980,AMD Ryzen 9 7950X,634.08,103
HW-2981,Intel Core i7-13700K,829.39,105
HW-2982,AMD Ryzen 9 7950X,454.23,103
HW-2983,Corsair Vengeance DDR5 32GB,865.88,104
HW-2984,Intel Core i7-13700K,125.22,103
HW-2985,NVIDIA RTX 4080,1014.29,103
HW-2986,Intel Core i7-13700K,540.09,101
HW-2987,NVIDIA RTX 4080,290.62,105
HW-2988,AMD Ryzen 9 7950X,592.39,102
HW-2989,Samsung 990 Pro 1TB,1097.27,101
HW-2990,AMD Ryzen 9 7950X,190.52,104
HW-2991,NVIDIA RTX 4080,398.63,105
HW-2992,NVIDIA RTX 4080,1057.22,103
HW-2993,AMD Ryzen 9 7950X,113.11,105
HW-2994,Samsung 990 Pro 1TB,896.11,105
HW-2995,AMD Ryzen 9 7950X,814.15,103
HW-2996,AMD Ryzen 9 7950X,360.79,103
HW-2997,Samsung 990 Pro 1TB,1196.34,104
HW-2998,AMD Ryzen 9 7950X,371.54,105
HW-2999,AMD Ryzen 9 7950X,738.52,104
HW-3000,Samsung 990 Pro 1TB,809.32,105
HW-3001,Intel Core i7-13700K,506.89,102
HW-3002,NVIDIA RTX 4080,526.77,104
HW-3003,Intel Core i7-13700K,1117.52,101
HW-3004,Samsung 990 Pro 1TB,106.24,104
HW-3005,NVIDIA RTX 4080,864.85,105
HW-3006,Samsung 990 Pro 1TB,609.41,101
HW-3007,Intel Core i7-13700K,484.34,101
HW-3008,AMD Ryzen 9 7950X,928.3,103
HW-3009,Corsair Vengeance DDR5 32GB,213.85,103
HW-3010,Corsair Vengeance DDR5 32GB,66.36,101
HW-3011,Corsair Vengeance DDR5 32GB,617.7,103
HW-3012,NVIDIA RTX 4080,439.65,103
HW-3013,Intel Core i7-13700K,603.64,105
HW-3014,Corsair Vengeance DDR5 32GB,309.15,105
HW-3015,Logitech G502,656.36,105
HW-3016,Samsung 990 Pro 1TB,521.19,101
HW-3017,NVIDIA RTX 4080,581.28,104
HW-3018,Intel Core i7-13700K,564.58,103
HW-3019,Intel Core i7-13700K,506.16,104
HW-3020,Corsair Vengeance DDR5 32GB,157.96,105
HW-3021,Samsung 990 Pro 1TB,662.77,104
HW-3022,Logitech G502,1146.87,103
HW-3023,Logitech G502,1032.33,101
HW-3024,Intel Core i7-13700K,439.87,102
HW-3025,Samsung 990 Pro 1TB,1105.22,103
HW-3026,AMD Ryzen 9 7950X,548.38,105
HW-3027,Corsair Vengeance DDR5 32GB,458.6,102
HW-3028,Corsair Vengeance DDR5 32GB,352.36,104
HW-3029,Corsair Vengeance DDR5 32GB,215.98,101
HW-3030,Samsung 990 Pro 1TB,433.74,101
HW-3031,Logitech G502,941.98,105
HW-3032,Samsung 990 Pro 1TB,747.66,102
HW-3033,Logitech G502,935.37,104
HW-3034,Samsung 990 Pro 1TB,548.44,104
HW-3035,Samsung 990 Pro 1TB,346.45,104
HW-3036,Logitech G502,288.53,105
HW-3037,NVIDIA RTX 4080,86.13,105
HW-3038,Corsair Vengeance DDR5 32GB,171.74,102
HW-3039,Corsair Vengeance DDR5 32GB,646.78,104
