Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salario_mensual_usd
570,2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,17500.0
571,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
572,2022,SE,FT,DATA ANALYST,100000,USD,100000,US,100,US,M,8333.333333333334
573,2022,SE,FT,DATA ANALYST,69000,USD,69000,US,100,US,M,5750.0
574,2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,17500.0
575,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
576,2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,17500.0
577,2022,SE,FT,DATA ANALYST,150075,USD,150075,US,100,US,M,12506.25
578,2022,SE,FT,DATA ENGINEER,100000,USD,100000,US,100,US,M,8333.333333333334
579,2022,SE,FT,DATA ENGINEER,25000,USD,25000,US,100,US,M,2083.3333333333335
580,2022,SE,FT,DATA ANALYST,126500,USD,126500,US,100,US,M,10541.666666666666
581,2022,SE,FT,DATA ANALYST,106260,USD,106260,US,100,US,M,8855.0
582,2022,SE,FT,DATA ENGINEER,220110,USD,220110,US,100,US,M,18342.5
583,2022,SE,FT,DATA ENGINEER,160080,USD,160080,US,100,US,M,13340.0
584,2022,SE,FT,DATA ANALYST,105000,USD,105000,US,100,US,M,8750.0
585,2022,SE,FT,DATA ANALYST,110925,USD,110925,US,100,US,M,9243.75
586,2022,MI,FT,DATA ANALYST,35000,GBP,45807,GB,0,GB,M,3817.25
587,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
588,2022,SE,FT,DATA ANALYST,99000,USD,99000,US,0,US,M,8250.0
589,2022,SE,FT,DATA ANALYST,60000,USD,60000,US,100,US,M,5000.0
590,2022,SE,FT,DATA ARCHITECT,192564,USD,192564,US,100,US,M,16047.0
591,2022,SE,FT,DATA ARCHITECT,144854,USD,144854,US,100,US,M,12071.166666666666
592,2022,SE,FT,DATA SCIENTIST,230000,USD,230000,US,100,US,M,19166.666666666668
593,2022,SE,FT,DATA SCIENTIST,150000,USD,150000,US,100,US,M,12500.0
594,2022,SE,FT,DATA ANALYTICS MANAGER,150260,USD,150260,US,100,US,M,12521.666666666666
595,2022,SE,FT,DATA ANALYTICS MANAGER,109280,USD,109280,US,100,US,M,9106.666666666666
596,2022,SE,FT,DATA SCIENTIST,210000,USD,210000,US,100,US,M,17500.0
597,2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,14166.666666666666
598,2022,MI,FT,DATA SCIENTIST,160000,USD,160000,US,100,US,M,13333.333333333334
599,2022,MI,FT,DATA SCIENTIST,130000,USD,130000,US,100,US,M,10833.333333333334
600,2022,EN,FT,DATA ANALYST,67000,USD,67000,CA,0,CA,M,5583.333333333333
601,2022,EN,FT,DATA ANALYST,52000,USD,52000,CA,0,CA,M,4333.333333333333
602,2022,SE,FT,DATA ENGINEER,154000,USD,154000,US,100,US,M,12833.333333333334
603,2022,SE,FT,DATA ENGINEER,126000,USD,126000,US,100,US,M,10500.0
604,2022,SE,FT,DATA ANALYST,129000,USD,129000,US,0,US,M,10750.0
605,2022,SE,FT,DATA ANALYST,150000,USD,150000,US,100,US,M,12500.0
606,2022,MI,FT,AI SCIENTIST,200000,USD,200000,IN,100,US,L,16666.666666666668
