Edad,Ingreso_Anual,Puntuacion_Gasto,Indice_Ahorro,Historial_Credito,target_column
31,60304,87,10115,0.48,Bajo Perfil
51,94908,75,19760,0.58,Estándar
46,88771,32,22545,0.59,Estándar
43,78086,88,15345,0.37,Bajo Perfil
14,40726,92,10726,0.76,Bajo Perfil
54,98137,97,18661,0.35,Bajo Perfil
42,83640,78,17854,0.83,Estándar
38,60444,16,14724,0.83,Estándar
30,64635,71,15280,0.86,Estándar
32,63209,53,16308,0.9,Estándar
29,56629,33,15278,0.41,Bajo Perfil
16,47608,31,11206,0.29,Bajo Perfil
30,61797,2,18189,0.87,Estándar
20,41513,27,12567,0.76,Bajo Perfil
39,89853,42,21831,0.55,Estándar
26,62999,64,12695,0.46,Bajo Perfil
48,91547,95,21376,0.48,Bajo Perfil
20,61726,84,12910,0.88,Estándar
54,95841,55,25302,0.81,Premium
50,97428,50,23563,1.0,Premium
27,69257,25,16711,0.51,Estándar
38,78246,85,16061,0.58,Estándar
29,83694,45,21748,0.57,Estándar
46,91360,52,23186,0.68,Estándar
61,114139,8,27558,0.69,Estándar
54,111168,31,22609,0.76,Premium
31,70668,97,16090,0.6,Estándar
41,83264,81,17683,0.65,Estándar
58,107863,47,27406,0.83,Premium
46,86838,12,23936,0.86,Premium
52,83156,32,17292,0.6,Estándar
47,94861,59,20611,1.0,Premium
40,79717,45,19756,0.92,Estándar
39,69093,86,17315,0.76,Estándar
25,52062,100,11252,0.84,Estándar
30,58339,58,13293,0.63,Estándar
29,74112,83,15565,0.67,Estándar
35,79838,22,16148,0.87,Estándar
41,93779,39,23021,0.52,Estándar
38,79035,92,16807,0.6,Estándar
42,89994,23,23400,0.5,Bajo Perfil
47,94609,20,21759,0.53,Estándar
35,62566,75,15745,0.51,Estándar
48,89994,98,19928,0.67,Estándar
53,100010,58,22024,0.75,Premium
44,95768,17,21854,0.73,Estándar
33,64033,88,11401,0.5,Estándar
51,90468,62,21952,0.71,Estándar
45,83610,37,20399,0.94,Estándar
47,99722,99,20785,0.77,Premium
58,106893,95,24509,0.62,Estándar
48,97169,7,24066,0.71,Estándar
58,116349,81,23169,0.36,Bajo Perfil
38,77407,72,16297,0.49,Bajo Perfil
34,70453,64,18782,0.54,Estándar
53,99199,19,23168,0.6,Estándar
28,58338,16,13484,1.0,Estándar
62,117374,87,20567,0.63,Estándar
55,103177,42,25401,0.61,Estándar
41,86767,19,22324,0.72,Estándar
54,103768,9,27500,0.78,Premium
47,88956,71,23891,0.74,Estándar
24,48204,26,13494,0.57,Estándar
30,59197,40,14044,0.76,Estándar
43,85862,40,17929,0.71,Estándar
41,79605,54,19493,0.82,Estándar
55,96760,4,22756,0.82,Premium
43,85379,54,19534,0.78,Premium
24,67376,83,15294,0.64,Estándar
33,79378,32,18339,0.6,Estándar
48,88861,24,24113,0.58,Estándar
18,47476,64,13161,0.42,Bajo Perfil
23,47582,70,12166,0.66,Estándar
35,83648,43,22007,0.51,Estándar
51,111938,61,24390,0.88,Premium
37,80216,42,18579,0.84,Estándar
45,86371,96,19619,0.71,Estándar
40,75329,4,17378,0.78,Estándar
38,70942,51,18190,0.9,Estándar
32,67511,81,17623,0.71,Estándar
50,89227,86,13441,0.71,Estándar
24,37037,80,8419,0.59,Bajo Perfil
37,69109,57,15435,0.83,Estándar
53,108042,63,20640,0.65,Estándar
30,69224,91,14182,0.61,Estándar
21,63790,2,18379,0.67,Estándar
14,48826,71,11168,0.79,Estándar
47,77315,81,14105,0.65,Estándar
48,96980,13,21372,0.59,Estándar
35,71807,5,20096,0.64,Estándar
24,63738,37,16218,0.79,Estándar
38,69473,26,17506,0.55,Estándar
54,101013,7,26372,0.66,Estándar
24,63477,2,18104,1.0,Estándar
52,101121,65,21110,0.93,Premium
19,46587,72,7866,0.74,Estándar
26,52676,84,11873,0.7,Estándar
41,88441,90,22225,0.72,Estándar
51,108890,6,26056,0.63,Estándar
57,114236,22,27427,0.45,Bajo Perfil
51,96872,19,24861,0.98,Premium
58,105726,60,23401,0.58,Estándar
42,71324,31,21067,0.43,Bajo Perfil
32,64689,52,13965,0.69,Estándar
54,92947,13,22321,0.84,Premium
56,88392,68,21614,0.6,Estándar
51,86030,63,20311,0.69,Estándar
47,75269,9,16676,0.74,Estándar
56,112572,69,25072,0.7,Estándar
44,96882,86,18930,0.86,Premium
39,81318,31,22244,0.54,Estándar
48,93532,37,20480,0.68,Estándar
45,89776,79,14648,0.68,Estándar
50,98982,15,24296,0.69,Estándar
38,73879,33,19396,0.69,Estándar
50,90337,85,19625,0.64,Estándar
50,101480,42,22599,0.58,Estándar
42,81476,75,15352,0.42,Bajo Perfil
30,56885,27,16392,0.49,Bajo Perfil
54,95086,69,18678,0.87,Premium
25,73520,7,20000,0.56,Estándar
28,75791,72,14913,0.98,Estándar
42,97630,56,20961,0.82,Premium
9,53466,26,15221,0.69,Estándar
58,103266,14,24674,0.61,Estándar
40,90940,84,17339,0.39,Bajo Perfil
58,104425,84,19890,0.95,Premium
61,107042,36,25836,0.84,Premium
38,87003,36,22396,0.75,Estándar
56,103995,78,24812,0.75,Premium
27,48767,7,17165,0.53,Estándar
45,83353,15,22735,0.69,Estándar
34,52874,58,14430,0.73,Estándar
48,93205,68,18342,0.75,Estándar
50,100618,21,25556,0.95,Premium
38,89523,77,16925,1.0,Premium
46,98771,20,26719,0.8,Premium
51,112589,65,23972,0.47,Bajo Perfil
42,81621,86,15880,0.88,Estándar
70,110342,99,24240,0.56,Estándar
38,90945,70,19607,0.9,Premium
59,99077,46,21424,0.56,Estándar
53,111164,66,24652,0.55,Estándar
17,32306,59,8955,0.63,Bajo Perfil
57,107872,86,22171,0.76,Premium
52,89991,79,16494,0.87,Premium
41,85634,53,19055,0.81,Premium
44,82303,13,18160,0.87,Estándar
45,90321,78,23426,0.74,Estándar
56,94943,17,25176,0.56,Estándar
35,65251,40,18384,0.57,Estándar
59,94227,50,21052,0.69,Estándar
26,71299,39,17269,0.67,Estándar
18,36192,59,8020,0.86,Bajo Perfil
47,93755,30,24803,0.85,Premium
55,99257,23,21769,0.78,Premium
37,61402,13,14027,0.74,Estándar
12,27760,5,12765,0.68,Bajo Perfil
22,49094,53,12184,0.51,Estándar
45,87591,13,23945,0.59,Estándar
39,76319,74,13461,0.91,Estándar
55,111092,80,22984,0.57,Estándar
40,79508,67,16705,0.76,Estándar
31,68798,97,12014,0.82,Estándar
43,80361,89,19760,0.58,Estándar
52,94258,44,21281,0.87,Premium
56,101264,41,21017,0.94,Premium
38,81253,2,20977,0.36,Bajo Perfil
40,78708,54,14082,0.57,Estándar
49,106124,11,26832,0.28,Bajo Perfil
31,56144,94,11309,0.77,Estándar
48,99042,98,16297,0.64,Estándar
37,69596,37,20691,0.61,Estándar
39,86802,36,23267,0.57,Estándar
40,77053,32,16237,0.74,Estándar
41,77346,38,17106,0.45,Bajo Perfil
62,115565,49,29139,0.86,Premium
34,64439,37,18587,0.84,Estándar
34,63495,5,16830,0.72,Estándar
57,113762,52,28781,0.56,Estándar
45,81400,52,16216,0.55,Estándar
49,98451,17,20566,0.74,Estándar
27,44637,26,15015,0.99,Bajo Perfil
42,84984,76,15241,0.58,Estándar
49,96093,93,20678,0.9,Premium
31,70904,51,15874,0.57,Estándar
47,86664,90,19711,0.77,Premium
37,76439,56,18072,0.51,Estándar
32,71128,74,12757,0.6,Estándar
52,75774,51,16354,0.69,Estándar
53,97862,71,19784,0.8,Premium
41,78768,40,22064,0.73,Estándar
45,94530,54,19972,0.72,Estándar
55,100358,93,18925,0.96,Premium
35,69923,8,18354,0.71,Estándar
44,82625,56,18285,0.73,Estándar
35,59701,32,14025,0.63,Estándar
27,57961,40,11509,0.45,Bajo Perfil
35,70760,22,21514,0.64,Estándar
26,56556,89,12194,0.66,Estándar
45,85058,50,18617,0.52,Estándar
30,63613,83,14682,0.76,Estándar
23,58561,14,18688,0.55,Estándar
48,102742,59,23680,0.57,Estándar
48,90651,15,22223,0.66,Estándar
36,64383,75,12539,0.69,Estándar
48,92656,79,20176,0.85,Premium
30,70068,57,10992,0.68,Estándar
35,80646,41,22067,0.76,Estándar
44,89251,82,18027,0.79,Premium
52,89631,12,20729,0.67,Estándar
35,75365,53,17163,0.75,Estándar
32,64719,53,17690,0.66,Estándar
51,100309,11,27574,0.76,Premium
47,90282,93,18262,1.0,Premium
41,85747,68,19337,0.52,Estándar
54,95640,45,23535,0.63,Estándar
63,108911,55,21004,0.72,Estándar
44,76062,68,15452,0.72,Estándar
32,53943,69,11995,0.73,Estándar
45,84728,81,17758,0.54,Estándar
30,58988,34,13023,0.69,Estándar
54,111336,64,23757,0.86,Premium
31,77250,29,20285,0.82,Estándar
37,58532,63,13605,0.7,Estándar
29,76980,48,15680,0.73,Estándar
42,93859,48,22130,0.82,Premium
42,88694,54,15350,0.68,Estándar
48,108082,13,27101,0.71,Estándar
41,97893,73,19308,1.0,Premium
40,92682,5,22038,0.81,Premium
33,69801,31,18322,1.0,Estándar
36,74047,21,18122,0.61,Estándar
23,62244,19,16888,0.9,Estándar
56,98522,97,21549,0.57,Estándar
38,75461,87,17073,0.63,Estándar
59,95716,23,22859,0.72,Estándar
38,72818,58,15771,0.69,Estándar
17,47250,60,7698,0.66,Estándar
34,69794,97,13750,0.36,Bajo Perfil
39,81967,89,15741,0.63,Estándar
40,98985,87,18402,0.4,Bajo Perfil
48,94186,91,21093,0.87,Premium
42,77259,27,17934,0.82,Estándar
35,64916,12,14483,0.73,Estándar
29,73935,96,14115,0.56,Estándar
35,65888,5,19273,0.57,Estándar
47,95335,33,22643,0.84,Premium
50,101017,40,21329,0.63,Estándar
31,72842,82,17729,0.82,Estándar
52,90297,10,24960,0.65,Estándar
46,92735,59,20348,0.54,Estándar
29,64410,66,12185,0.79,Estándar
42,74034,75,17247,0.64,Estándar
44,78022,54,18987,0.85,Estándar
27,65568,43,17125,0.72,Estándar
23,70935,21,16428,0.69,Estándar
45,91082,31,20263,0.75,Estándar
34,67415,33,19022,0.84,Estándar
58,90433,95,22340,0.81,Premium
60,117151,36,30069,0.55,Estándar
45,93136,53,19127,0.67,Estándar
51,102340,5,30523,0.73,Estándar
27,63095,85,14986,0.75,Estándar
24,61709,87,14036,0.73,Estándar
38,71722,19,19263,0.79,Estándar
24,72354,95,12492,0.91,Estándar
43,89293,76,19658,0.52,Estándar
30,81538,18,17121,0.81,Estándar
42,84118,40,17713,0.62,Estándar
37,64092,10,13646,0.66,Estándar
47,87743,91,15921,0.45,Bajo Perfil
43,86430,48,18676,0.69,Estándar
35,81925,24,23176,0.66,Estándar
23,57306,12,14878,0.92,Estándar
41,73826,36,20315,0.88,Estándar
19,37357,39,10143,0.66,Bajo Perfil
54,93576,7,21843,0.52,Estándar
46,98049,16,22258,0.65,Estándar
50,91087,9,22449,0.62,Estándar
28,58591,51,12153,0.7,Estándar
44,75991,13,23605,0.86,Estándar
32,75097,92,15936,0.92,Estándar
41,91288,79,19501,0.88,Premium
28,61744,80,16239,0.5,Estándar
38,87970,56,18887,0.85,Premium
23,61047,61,12681,0.45,Bajo Perfil
38,80067,46,18137,0.95,Estándar
20,54831,85,13614,0.64,Estándar
60,100456,91,18748,0.82,Premium
41,87600,93,16280,0.94,Premium
40,91465,80,17705,0.65,Estándar
48,91988,82,18363,0.57,Estándar
24,50390,27,19065,0.53,Estándar
30,61081,55,13175,0.57,Estándar
46,97938,64,20252,0.78,Premium
41,81496,39,17542,0.65,Estándar
31,63032,22,14544,0.85,Estándar
47,93207,40,21579,0.82,Premium
43,85804,84,21199,0.59,Estándar
46,88246,53,19643,0.66,Estándar
44,91142,86,19045,0.57,Estándar
31,55347,45,16813,0.57,Estándar
39,93870,11,20583,1.0,Premium
17,41703,74,6998,0.61,Bajo Perfil
33,64672,7,11860,0.66,Estándar
37,83779,59,18714,0.74,Estándar
47,94260,52,20858,0.75,Premium
46,95333,94,19396,0.57,Estándar
30,69843,62,16060,0.53,Estándar
30,46834,20,12922,0.69,Estándar
55,95084,73,23142,0.66,Estándar
36,74609,11,19818,0.69,Estándar
41,72920,79,17482,0.74,Estándar
49,93540,98,21155,0.72,Estándar
39,80147,15,21444,0.85,Estándar
38,76371,83,15400,0.32,Bajo Perfil
36,68978,88,13184,0.73,Estándar
33,62619,86,10884,0.48,Bajo Perfil
41,84205,32,19966,0.88,Estándar
18,36157,29,9510,0.74,Bajo Perfil
35,75461,14,18980,0.81,Estándar
46,92938,51,19207,0.64,Estándar
45,84469,88,20047,0.66,Estándar
56,106822,69,24512,0.81,Premium
50,91004,92,19374,0.5,Bajo Perfil
44,88879,51,18131,0.35,Bajo Perfil
40,73010,3,20449,0.67,Estándar
34,68324,35,16183,0.53,Estándar
46,91091,40,19104,0.68,Estándar
43,83419,54,19209,0.83,Estándar
35,71318,45,18894,0.84,Estándar
29,73504,67,13612,0.58,Estándar
39,70884,93,16124,0.6,Estándar
53,90984,90,20128,0.79,Premium
41,84737,70,19079,0.74,Estándar
40,69152,14,19339,0.74,Estándar
45,86205,93,18301,0.84,Premium
45,88033,12,23257,0.75,Premium
42,85709,35,22431,0.75,Estándar
39,72048,38,16878,0.63,Estándar
33,66641,70,17435,0.84,Estándar
52,102190,81,22569,0.6,Estándar
34,70332,73,14752,0.28,Bajo Perfil
58,107963,54,23879,0.7,Estándar
41,87022,4,23939,0.5,Estándar
40,85709,74,16984,0.45,Bajo Perfil
49,89256,32,23235,0.67,Estándar
32,67612,90,13748,0.59,Estándar
46,75991,77,15782,0.48,Bajo Perfil
41,86826,5,23391,0.69,Estándar
44,86605,36,24239,0.63,Estándar
31,83454,32,19548,0.75,Estándar
31,61023,79,13017,0.68,Estándar
18,33035,33,10482,0.68,Bajo Perfil
34,58774,18,16578,0.8,Estándar
33,68759,70,17219,0.82,Estándar
31,70964,97,13344,0.55,Estándar
38,77007,74,15274,0.71,Estándar
40,85582,20,24612,0.86,Premium
45,91833,48,19797,0.72,Estándar
46,89262,97,16158,0.68,Estándar
47,88731,83,19036,0.83,Premium
48,100722,18,23245,0.56,Estándar
43,76387,5,23166,0.43,Bajo Perfil
40,91444,72,17329,0.73,Estándar
51,98791,82,15792,0.46,Bajo Perfil
48,82040,83,16469,0.57,Estándar
22,52698,46,13822,0.73,Estándar
37,82908,78,15272,0.81,Estándar
18,50662,8,11352,0.88,Estándar
18,46029,23,12274,0.58,Estándar
33,79438,26,22771,0.93,Estándar
38,83954,2,24254,0.5,Bajo Perfil
34,76457,11,19726,1.0,Estándar
18,44022,1,14233,0.96,Bajo Perfil
49,91136,82,18246,0.69,Estándar
31,67672,53,15558,0.69,Estándar
45,88393,80,16562,0.96,Premium
31,84082,100,15254,0.59,Estándar
34,59796,98,15350,0.74,Estándar
45,86622,48,16175,0.66,Estándar
35,66590,38,15517,0.61,Estándar
42,88758,39,25534,0.96,Premium
43,87131,83,19747,0.83,Premium
22,56729,22,16841,0.53,Estándar
45,71381,16,17958,1.0,Estándar
28,64960,14,18342,0.89,Estándar
26,51770,91,8743,0.48,Bajo Perfil
31,53410,23,16283,0.74,Estándar
49,102610,66,24414,0.72,Estándar
20,63030,1,17515,0.67,Estándar
47,93085,58,23274,0.61,Estándar
44,89567,62,20801,0.81,Premium
40,71700,18,16934,0.66,Estándar
42,77856,75,18921,0.45,Bajo Perfil
36,68691,73,14663,0.63,Estándar
48,92574,57,18727,1.0,Premium
34,60191,27,17638,0.4,Bajo Perfil
20,55709,14,15348,0.45,Bajo Perfil
39,83059,42,19601,0.72,Estándar
49,93604,90,19352,0.53,Estándar
45,88642,61,19721,0.76,Premium
61,122271,54,27493,0.63,Estándar
36,80934,63,20537,0.6,Estándar
38,86045,3,24699,0.74,Estándar
37,82825,56,19443,0.65,Estándar
30,66392,35,13228,0.57,Estándar
34,77611,87,18668,0.66,Estándar
27,68439,8,18471,0.84,Estándar
12,41597,66,11578,0.67,Bajo Perfil
33,52848,80,11506,0.81,Estándar
40,69208,35,15507,0.71,Estándar
47,98992,56,21661,0.42,Bajo Perfil
33,53513,5,16837,0.74,Estándar
33,62013,27,15776,0.63,Estándar
52,87487,86,14391,0.54,Estándar
24,37756,21,12023,0.82,Bajo Perfil
38,79923,81,15175,0.51,Estándar
51,99108,55,19808,0.64,Estándar
31,62140,72,16052,0.45,Bajo Perfil
21,61831,89,11147,0.46,Bajo Perfil
60,94481,43,23236,0.81,Premium
49,89332,23,22278,0.61,Estándar
49,88215,94,18465,0.79,Premium
38,91012,100,16391,1.0,Premium
47,90948,32,20737,0.84,Premium
10,38118,46,10411,0.62,Bajo Perfil
34,69895,80,15433,0.84,Estándar
51,90932,21,21002,0.74,Estándar
23,59752,65,11688,0.71,Estándar
35,78511,53,14426,0.81,Estándar
43,98960,76,22660,0.8,Premium
30,52202,23,14882,0.78,Estándar
40,70348,5,20922,0.66,Estándar
44,80623,61,16360,0.56,Estándar
43,96210,78,18573,0.63,Estándar
35,66432,13,17915,0.86,Estándar
30,75221,21,16080,0.54,Estándar
44,73846,91,16359,0.9,Estándar
44,88690,51,19678,0.46,Bajo Perfil
43,85076,27,23800,0.87,Premium
41,71927,33,16285,0.38,Bajo Perfil
44,89137,64,19331,0.71,Estándar
50,91607,23,21644,0.41,Bajo Perfil
43,89911,96,15948,0.63,Estándar
41,87106,29,21902,1.0,Premium
33,67053,18,18724,0.78,Estándar
56,104460,14,21670,0.82,Premium
26,70735,49,17553,0.68,Estándar
37,69289,31,16333,0.83,Estándar
33,65713,73,18107,0.72,Estándar
18,50376,10,14570,0.57,Estándar
44,89609,29,21186,0.68,Estándar
37,60741,48,14711,0.67,Estándar
40,75143,56,16793,0.9,Estándar
37,71326,66,14094,0.69,Estándar
49,103608,56,21016,0.74,Estándar
50,96009,40,20969,0.79,Premium
26,45941,58,15068,0.64,Estándar
61,120413,54,29952,0.66,Estándar
37,82382,39,17578,0.82,Estándar
47,82579,11,17512,0.68,Estándar
42,88250,75,17260,0.64,Estándar
41,79937,32,21520,0.55,Estándar
46,94343,37,21374,0.68,Estándar
55,116966,1,29168,0.63,Estándar
49,94574,87,16845,0.71,Estándar
37,62347,95,15921,0.77,Estándar
38,69766,85,15531,0.52,Estándar
33,66420,88,13383,0.43,Bajo Perfil
48,91328,30,23872,0.7,Estándar
47,84098,59,22324,0.68,Estándar
35,71778,22,17788,1.0,Estándar
55,92098,78,18685,0.69,Estándar
52,93540,29,21125,0.67,Estándar
61,109573,20,25896,0.74,Estándar
30,70257,50,13656,0.74,Estándar
38,61950,17,16205,0.84,Estándar
37,66235,9,23256,0.58,Estándar
71,124030,55,29185,0.54,Estándar
40,73012,43,15844,0.7,Estándar
55,103607,69,24388,0.6,Estándar
52,110161,21,24519,0.54,Estándar
38,66986,1,18043,0.84,Estándar
40,68748,47,16852,0.62,Estándar
46,88355,39,22141,0.51,Estándar
55,97117,89,18618,0.48,Bajo Perfil
37,74630,70,18598,0.71,Estándar
33,77679,77,12279,0.58,Estándar
51,101923,17,21685,0.75,Premium
26,51831,56,15921,0.61,Estándar
43,81124,39,16017,0.61,Estándar
52,86598,56,19050,0.62,Estándar
45,73093,82,16070,0.76,Estándar
33,54758,60,14820,0.95,Estándar
27,45096,10,13324,0.77,Estándar
54,95712,43,24466,0.98,Premium
37,76653,25,21986,0.76,Estándar
29,65683,89,15821,0.66,Estándar
53,98341,30,21544,1.0,Premium
49,97316,25,21179,0.99,Premium
27,46139,18,14109,0.8,Estándar
70,128684,65,30802,0.48,Bajo Perfil
33,72867,84,11329,0.53,Estándar
49,100854,86,21570,0.71,Estándar
63,113990,8,28968,0.84,Premium
50,95829,65,19985,0.42,Bajo Perfil
43,89150,43,19050,0.66,Estándar
22,37060,36,13014,0.84,Bajo Perfil
64,117535,46,28582,0.71,Estándar
50,89154,24,22832,0.46,Bajo Perfil
23,50985,78,12614,0.71,Estándar
58,103106,4,24999,0.63,Estándar
40,81034,50,18729,0.84,Estándar
36,81680,79,18185,0.74,Estándar
33,74590,45,16851,0.62,Estándar
42,91806,48,20498,0.84,Premium
49,90767,92,17767,0.83,Premium
34,87672,8,22776,0.81,Premium
41,93582,7,21606,0.86,Premium
80,141347,76,28572,0.61,Estándar
45,83543,84,20041,0.62,Estándar
51,92683,18,25110,0.77,Premium
28,48664,47,11408,0.5,Estándar
23,52306,61,12188,0.59,Estándar
57,103391,100,22557,0.74,Estándar
54,107329,90,24971,0.53,Estándar
60,95563,69,21182,0.8,Premium
39,85961,14,17865,0.58,Estándar
55,117465,45,25463,0.78,Premium
9,34976,70,6528,0.6,Bajo Perfil
46,82295,84,17456,0.61,Estándar
52,109648,80,21184,0.35,Bajo Perfil
31,65235,76,15312,0.64,Estándar
52,87043,35,20685,0.89,Premium
37,74104,16,19029,0.74,Estándar
39,72969,83,17595,0.66,Estándar
36,81504,54,18256,0.55,Estándar
58,103753,92,21656,0.52,Estándar
34,65305,93,12919,0.79,Estándar
33,59536,45,18453,0.72,Estándar
29,57963,79,10139,0.89,Estándar
35,70229,54,17798,0.82,Estándar
42,88025,43,21508,0.68,Estándar
47,78392,22,19143,0.62,Estándar
30,47736,17,16578,0.67,Estándar
44,90793,87,20325,0.67,Estándar
47,84788,80,18863,0.77,Estándar
28,73466,21,15571,0.91,Estándar
40,73711,55,14541,0.87,Estándar
38,78424,19,21508,0.49,Bajo Perfil
40,75427,54,15208,0.79,Estándar
33,65711,11,17026,0.62,Estándar
38,66529,22,20667,0.53,Estándar
40,91016,76,23937,0.7,Estándar
62,113899,36,30312,0.79,Premium
40,82608,28,23215,0.73,Estándar
56,115094,20,25835,0.7,Estándar
56,111720,61,30206,0.77,Premium
24,56847,25,14624,0.66,Estándar
36,66058,60,11869,0.96,Estándar
56,89475,62,17884,0.74,Estándar
42,90999,29,20843,0.71,Estándar
38,81606,83,11625,0.52,Estándar
49,90832,6,24797,0.6,Estándar
52,112605,55,27664,0.86,Premium
39,63484,65,13210,1.0,Estándar
36,77057,91,16095,0.76,Estándar
11,27615,7,10106,0.75,Bajo Perfil
40,83817,93,19874,0.94,Estándar
35,76545,34,20007,0.68,Estándar
27,66870,29,14162,0.8,Estándar
37,62292,10,21664,0.7,Estándar
34,78072,64,17333,0.56,Estándar
42,80549,99,17211,0.59,Estándar
36,71795,24,23162,0.78,Estándar
45,95615,81,19108,0.57,Estándar
42,94949,8,23882,0.71,Estándar
55,101684,100,22227,0.71,Estándar
33,63619,10,21160,0.61,Estándar
61,102317,71,20877,0.62,Estándar
52,90958,77,17201,0.91,Premium
57,105813,73,22420,0.5,Estándar
43,78822,28,19044,1.0,Estándar
36,82062,53,20613,0.29,Bajo Perfil
33,73545,82,15799,0.6,Estándar
61,113849,57,22000,0.82,Premium
53,98762,91,21415,0.91,Premium
27,56739,26,14928,0.63,Estándar
51,90629,6,20671,0.83,Premium
30,55310,19,16281,0.91,Estándar
43,73436,4,18259,0.82,Estándar
49,91120,73,18554,0.73,Estándar
57,101221,10,23157,0.64,Estándar
42,83967,39,20242,0.84,Estándar
38,72531,46,18937,0.7,Estándar
40,79142,33,17788,0.83,Estándar
52,96223,77,19812,0.59,Estándar
49,88089,45,20379,0.71,Estándar
39,93904,55,18925,0.79,Premium
17,51277,77,13921,0.66,Estándar
10,30459,44,11731,0.95,Bajo Perfil
42,76008,9,15369,0.88,Estándar
25,52072,92,13183,0.53,Estándar
33,76474,78,19859,0.66,Estándar
37,79936,96,14807,1.0,Estándar
64,111047,1,27830,0.67,Estándar
41,77878,53,15179,0.67,Estándar
48,73623,35,17395,0.81,Estándar
46,97962,83,25066,0.65,Estándar
10,32383,55,8072,0.57,Bajo Perfil
35,77424,62,18867,0.58,Estándar
25,45680,13,9093,0.68,Estándar
60,113121,35,22918,0.46,Bajo Perfil
18,58435,59,15596,0.71,Estándar
34,70712,19,13040,0.64,Estándar
36,79374,7,20421,0.42,Bajo Perfil
28,78732,57,16507,0.94,Estándar
41,77610,63,19020,0.47,Bajo Perfil
39,82696,76,14784,0.72,Estándar
41,69953,84,14831,0.6,Estándar
46,94568,66,20001,0.69,Estándar
42,93647,10,22239,0.8,Premium
44,91136,71,19344,0.83,Premium
53,95470,11,22684,0.61,Estándar
20,59928,31,15713,0.47,Bajo Perfil
48,102451,88,19772,0.5,Bajo Perfil
27,66372,16,18187,0.73,Estándar
32,62542,55,12706,0.61,Estándar
41,77552,83,14976,0.9,Estándar
44,87507,83,18493,0.87,Premium
46,102901,83,19580,0.67,Estándar
28,61524,45,13594,0.59,Estándar
59,109602,80,20543,0.39,Bajo Perfil
34,63491,66,9195,0.7,Estándar
31,64691,96,15945,0.82,Estándar
24,49156,82,11729,0.49,Bajo Perfil
23,61381,11,16717,0.78,Estándar
23,53932,97,11337,0.52,Estándar
43,88420,31,21011,0.78,Premium
47,89686,47,22940,0.19,Bajo Perfil
29,59362,44,16187,0.99,Estándar
26,29041,10,13355,0.71,Bajo Perfil
37,82107,44,20221,0.66,Estándar
41,80610,41,17941,0.77,Estándar
43,86265,96,17905,0.82,Premium
28,76634,98,16866,0.63,Estándar
37,72511,92,19034,0.7,Estándar
58,116742,54,24123,0.68,Estándar
25,47602,100,15654,1.0,Estándar
39,91419,55,22706,1.0,Premium
45,87469,59,17809,0.86,Premium
28,67069,82,15366,1.0,Estándar
47,92400,70,16965,0.93,Premium
23,55515,35,13508,0.68,Estándar
47,96213,71,19070,1.0,Premium
40,74282,66,17862,0.82,Estándar
22,50016,45,9740,0.61,Estándar
48,102999,93,19518,0.61,Estándar
29,55515,15,15572,0.5,Estándar
38,74771,40,16640,0.57,Estándar
47,90030,75,22112,0.62,Estándar
28,49523,66,11643,0.65,Estándar
33,83194,38,18836,0.82,Estándar
53,93225,16,18269,0.8,Premium
15,32617,31,12383,0.62,Bajo Perfil
57,99802,32,23108,0.86,Premium
22,51547,44,13763,0.67,Estándar
31,74448,96,15095,0.62,Estándar
43,81732,28,21495,0.55,Estándar
47,93664,5,27496,0.74,Estándar
43,90017,78,18806,0.76,Premium
40,82641,77,16208,0.42,Bajo Perfil
34,67026,39,17094,0.7,Estándar
58,119395,6,27198,0.8,Premium
49,89699,12,23061,0.77,Premium
54,104101,16,23356,0.51,Estándar
34,69616,89,13827,0.65,Estándar
12,29331,73,1372,0.73,Bajo Perfil
52,93388,63,24954,0.81,Premium
44,91075,1,24981,0.46,Bajo Perfil
42,102651,51,25832,0.72,Estándar
33,71985,17,20012,0.72,Estándar
35,75477,69,17405,0.4,Bajo Perfil
32,59440,46,14863,0.67,Estándar
40,99273,40,23175,0.83,Premium
26,54563,28,11885,0.61,Estándar
49,101716,51,21119,0.86,Premium
64,110788,45,23025,0.73,Estándar
32,67993,38,19799,0.72,Estándar
20,45211,35,11785,0.53,Estándar
38,70199,26,19791,0.49,Bajo Perfil
43,91219,76,16330,0.61,Estándar
45,97902,82,18204,0.97,Premium
59,94066,74,20622,0.72,Estándar
49,103508,34,25747,0.74,Estándar
18,61162,61,14220,0.24,Bajo Perfil
25,43659,63,10881,0.81,Bajo Perfil
44,68808,6,20326,0.7,Estándar
34,72488,54,19971,0.85,Estándar
58,100035,4,22888,0.65,Estándar
28,70392,98,18356,0.53,Estándar
51,101630,78,20149,0.39,Bajo Perfil
32,75159,47,18840,0.62,Estándar
43,86905,70,20629,0.72,Estándar
30,63091,63,11504,0.59,Estándar
46,88712,96,16893,0.74,Estándar
52,90175,29,20559,0.77,Premium
43,94141,47,20151,0.73,Estándar
62,117530,95,25071,0.73,Estándar
31,68364,63,18548,0.62,Estándar
41,76578,70,14826,0.89,Estándar
50,100441,74,23611,0.79,Premium
28,66161,72,11497,0.67,Estándar
40,82259,26,19290,0.86,Estándar
47,83729,84,19987,0.93,Estándar
51,104494,97,20768,0.95,Premium
53,93430,93,20744,0.69,Estándar
29,64178,42,14513,0.62,Estándar
43,73020,19,19554,0.82,Estándar
